,name,date,strengths,weaknesses,self_development,geo_flex,financial_support_self,result,course_interest,tech_self_score_CSharp,tech_self_score_Java,tech_self_score_R,tech_self_score_JavaScript,tech_self_score_Python,tech_self_score_C++,tech_self_score_Ruby,tech_self_score_SPSS,tech_self_score_PHP
958,Jena Livings,2019-12-10,Altruism,"Critical, Conventional, Passive",True,True,False,Fail,Business,,2.0,4.0,3.0,,,,1.0,2.0
959,Kaitlyn Chagg,2019-12-10,"Rational, Altruism","Distracted, Perfectionist",True,True,True,Pass,Data,2.0,4.0,3.0,2.0,3.0,,,,3.0
960,Beilul Crannach,2019-12-03,"Courteous, Independent, Critical Thinking","Stubborn, Impatient, Anxious",True,True,True,Pass,Engineering,1.0,,,5.0,2.0,1.0,7.0,,
961,El Shepstone,2019-12-11,Empathy,"Chatty, Chaotic, Perfectionist",True,True,True,Pass,Data,2.0,5.0,,,7.0,,,1.0,
962,Patrice Milhench,2019-12-12,"Independent, Listening, Passionate",Sensitive,True,True,True,Pass,Business,,2.0,2.0,2.0,4.0,,,,
963,Trudey Brockman,2019-12-19,"Composure, Patient","Passive, Selfish",True,True,True,Fail,Data,1.0,,,,6.0,,2.0,,
964,Nahum Riddock,2019-12-11,"Efficient, Passionate, Critical Thinking","Slow, Introverted, Selfish",True,True,True,Pass,Business,,,,,,2.0,,2.0,
965,Felicle Kops,2019-12-04,"Critical Thinking, Composure, Perfectionism","Immature, Stubborn",True,True,True,Pass,Business,,4.0,2.0,8.0,,,,2.0,5.0
966,Berni Torra,2019-12-11,"Versatile, Ambitious",Intolerant,True,True,True,Pass,Data,3.0,3.0,,3.0,3.0,,,,
967,Steffane Laity,2019-12-10,"Independent, Ambitious, Charisma","Introverted, Indifferent",True,True,True,Pass,Data,2.0,,,,1.0,1.0,,,
968,Nobe Guerrazzi,2019-12-17,"Competitive, Independent, Critical Thinking","Slow, Stubborn",True,True,True,Pass,Business,7.0,,,4.0,1.0,,5.0,,
969,Solly Reek,2019-12-12,"Empathy, Courteous, Innovative","Critical, Indecisive, Slow",True,True,False,Fail,Engineering,2.0,,,,,,2.0,,
970,Harrie Chatin,2019-12-10,"Problem Solving, Versatile, Consistent","Immature, Impulsive, Distracted",True,True,True,Pass,Business,,,,2.0,,,4.0,,
971,Horten Koomar,2019-12-11,Innovative,"Chaotic, Introverted, Conventional",True,True,True,Pass,Engineering,,2.0,,,4.0,6.0,,6.0,
972,Brandon Lotherington,2019-12-03,"Rational, Patient, Altruism",Introverted,True,True,True,Pass,Data,3.0,,2.0,2.0,,2.0,,,
973,Allie Sheber,2019-12-05,"Courteous, Reliable",Chaotic,True,True,True,Pass,Business,2.0,3.0,4.0,,5.0,,,3.0,
974,Gunilla Lucken,2019-12-19,"Organisation, Consistent","Intolerant, Impatient",True,False,True,Fail,Data,7.0,2.0,,2.0,,,,,
975,Yorgos O'Rourke,2019-12-19,"Rational, Independent","Competitive, Anxious, Sensitive",True,True,True,Pass,Data,,,1.0,4.0,,1.0,,,
976,Finn Maasze,2019-12-03,"Creative, Rational, Problem Solving",Impatient,True,True,True,Pass,Data,2.0,2.0,,,,,3.0,,
977,Bambi Earthfield,2019-12-10,"Listening, Curious, Courteous","Stubborn, Undisciplined, Anxious",True,True,True,Pass,Business,,,,,,,,,1.0
978,Fair Ivashintsov,2019-12-19,"Organisation, Ambitious, Rational",Distracted,True,True,True,Pass,Data,,,2.0,,3.0,,,,
979,Alexine Mcglue,2019-12-03,Consistent,"Critical, Intolerant, Immature",True,True,True,Pass,Data,4.0,,,,,1.0,,2.0,3.0
980,Lethia Crow,2019-12-19,Altruism,Procrastination,True,True,True,Pass,Business,,1.0,5.0,4.0,3.0,,3.0,,
981,Candy Vann,2019-12-18,"Perfectionism, Organisation","Anxious, Critical",True,True,True,Fail,Data,,,,,,3.0,,2.0,
982,Fawne Keen,2019-12-12,"Consistent, Collaboration",Undisciplined,True,True,True,Pass,Engineering,,,1.0,,,,,3.0,
983,Kenton Elvish,2019-12-05,"Passionate, Independent",Selfish,True,True,True,Pass,Data,3.0,,,6.0,4.0,2.0,,,
984,Eyde Boughton,2019-12-19,"Collaboration, Passionate, Versatile","Overbearing, Conventional",True,True,True,Fail,Engineering,,,1.0,,1.0,,,,
985,Allina Buttfield,2019-12-11,"Composure, Determined","Anxious, Introverted, Sensitive",True,False,True,Fail,Engineering,1.0,,4.0,,,1.0,4.0,,1.0
986,Winona Strotton,2019-12-18,"Reliable, Listening, Consistent",Selfish,True,True,True,Pass,Business,,,4.0,,2.0,,,,
987,Thom Derwin,2019-12-19,Efficient,"Competitive, Undisciplined",True,True,True,Pass,Engineering,,1.0,,5.0,,,,1.0,
988,Jacquelynn Savin,2019-12-12,Competitive,"Overbearing, Impatient",True,True,True,Pass,Business,2.0,,,,,,,,
